video_id,comment_id,text,like_count,published_at,author_channel_id,query,video_url,video_title,slang_hits,source_file,slang_text_checked,health_text_checked,clean_slang_hits,is_health_related,keep_for_annotation
qkhvIZk5csk,UgwWS4dWEAhFtVFkFSZ4AaABAg,My mother is dying from this. Her stomach has been paralyzed for almost a year. Stomach paralysis and death are not good tradoffs people. You don’t have an ozemoic shortage in your system.,414,2025-02-28T13:51:19Z,UCS14tn6r2m8ke0fWfhbX7Ww,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['dying'],data_raw/youtube_comments.jsonl,my mother is dying from this. her stomach has been paralyzed for almost a year. stomach paralysis and death are not good tradoffs people. you don’t have an ozemoic shortage in your system.,"""mounjaro side effects"" #shorts   beware of this new problem with ozempic ! my mother is dying from this. her stomach has been paralyzed for almost a year. stomach paralysis and death are not good tradoffs people. you don’t have an ozemoic shortage in your system.",['dying'],True,True
qkhvIZk5csk,UgzQIkb7RFIgQDdvx5Z4AaABAg,"I work in medical laboratory science. The organization I work for passes these drugs out like candy. MANY of my coworkers are on it. Not only have I seen changes in their body, but I have seen changes in their mental state as well. My observation has been they are less friendly(happy), seems to be more brain fog of sorts (mistakes in work), and their overall demeanor is.. different. I’m not talking about one person, I have seen these changes in several people over time. This is only surface level. I genuinely can’t imagine all that’s happening internally that can’t be seen.",192,2025-05-11T09:42:30Z,UC3YalN1bkD8knlMN2skdhXQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['brain fog'],data_raw/youtube_comments.jsonl,"i work in medical laboratory science. the organization i work for passes these drugs out like candy. many of my coworkers are on it. not only have i seen changes in their body, but i have seen changes in their mental state as well. my observation has been they are less friendly(happy), seems to be more brain fog of sorts (mistakes in work), and their overall demeanor is.. different. i’m not talking about one person, i have seen these changes in several people over time. this is only surface level. i genuinely can’t imagine all that’s happening internally that can’t be seen.","""mounjaro side effects"" #shorts   beware of this new problem with ozempic ! i work in medical laboratory science. the organization i work for passes these drugs out like candy. many of my coworkers are on it. not only have i seen changes in their body, but i have seen changes in their mental state as well. my observation has been they are less friendly(happy), seems to be more brain fog of sorts (mistakes in work), and their overall demeanor is.. different. i’m not talking about one person, i have seen these changes in several people over time. this is only surface level. i genuinely can’t imagine all that’s happening internally that can’t be seen.",['brain fog'],True,True
qkhvIZk5csk,UgyZeHRzzEfSeSfV_pR4AaABAg,Im a Canadian funeral director.  Dealt with a few people now who have had medical assistance in dying because ozempic destroyed their gastrointestinal systems.  Doesn't seem worth the risk...,89,2025-05-11T17:37:48Z,UCREWSanoW_38w5OUDA9-IOw,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['dying'],data_raw/youtube_comments.jsonl,im a canadian funeral director.  dealt with a few people now who have had medical assistance in dying because ozempic destroyed their gastrointestinal systems.  doesn't seem worth the risk...,"""mounjaro side effects"" #shorts   beware of this new problem with ozempic ! im a canadian funeral director.  dealt with a few people now who have had medical assistance in dying because ozempic destroyed their gastrointestinal systems.  doesn't seem worth the risk...",['dying'],True,True
qkhvIZk5csk,Ugyep4_h6uSYwcaHwt94AaABAg,"Reminds of Adderall prescribed for ADD & ADHD. Kids and adults abused for other supposed benefits like studying better then dying from heart attacks. Most parents with kids actually prescribed Adderall in limited doses always hoped to use less during day at school and no meds in evening or on weekends. Many abusers of the med took way too many, became addicted in mind and body, and had adverse reactions - heart (cardiomyopathy) & brain (psychoses).",1,2026-04-23T20:38:37Z,UCVphBiee5PZQtL-PZD735VQ,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=qkhvIZk5csk,Beware of this new problem with Ozempic !,['dying'],data_raw/youtube_comments.jsonl,"reminds of adderall prescribed for add & adhd. kids and adults abused for other supposed benefits like studying better then dying from heart attacks. most parents with kids actually prescribed adderall in limited doses always hoped to use less during day at school and no meds in evening or on weekends. many abusers of the med took way too many, became addicted in mind and body, and had adverse reactions - heart (cardiomyopathy) & brain (psychoses).","""mounjaro side effects"" #shorts   beware of this new problem with ozempic ! reminds of adderall prescribed for add & adhd. kids and adults abused for other supposed benefits like studying better then dying from heart attacks. most parents with kids actually prescribed adderall in limited doses always hoped to use less during day at school and no meds in evening or on weekends. many abusers of the med took way too many, became addicted in mind and body, and had adverse reactions - heart (cardiomyopathy) & brain (psychoses).",['dying'],True,True
_rXANcA01C0,Ugz1cs5hwZVt2XNHyS94AaABAg,"I am forewarning you....I have just quit my job at an Endocrinology office. In all my years, I have NEVER, EVER, EVVVER been subjected to patients(in such a HUGE amount)as rude, stupid/full of brain fog, or argumentative, mean,& nasty, as I have, with THAT office! 
It is the most craziest, weirdest thing, & observation I've dealt with. 

This drug, & Wegovy, & Jardiance, are going to show the most volatile mood swings in your friends, & loved ones in the near future. Mark my words. It's going to get UGLY. 🥺😩😞",9,2025-11-29T13:18:18Z,UCNtJw28uICGNPY9wkzvjUBg,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=_rXANcA01C0,This is what happens when you stop taking Ozempic,['brain fog'],data_raw/youtube_comments.jsonl,"i am forewarning you....i have just quit my job at an endocrinology office. in all my years, i have never, ever, evvver been subjected to patients(in such a huge amount)as rude, stupid/full of brain fog, or argumentative, mean,& nasty, as i have, with that office! 
it is the most craziest, weirdest thing, & observation i've dealt with. 

this drug, & wegovy, & jardiance, are going to show the most volatile mood swings in your friends, & loved ones in the near future. mark my words. it's going to get ugly. 🥺😩😞","""mounjaro side effects"" #shorts   this is what happens when you stop taking ozempic i am forewarning you....i have just quit my job at an endocrinology office. in all my years, i have never, ever, evvver been subjected to patients(in such a huge amount)as rude, stupid/full of brain fog, or argumentative, mean,& nasty, as i have, with that office! 
it is the most craziest, weirdest thing, & observation i've dealt with. 

this drug, & wegovy, & jardiance, are going to show the most volatile mood swings in your friends, & loved ones in the near future. mark my words. it's going to get ugly. 🥺😩😞",['brain fog'],True,True
zWaT_Ib-mfM,Ugz_G5wqM3UprhZDDl54AaABAg,"Currently on 7,5mg and dying… the other doses were fine",2,2025-12-29T13:41:06Z,UCHN5YdH3mqq6JHOFIqGoGeA,"""mounjaro side effects"" #shorts",https://www.youtube.com/watch?v=zWaT_Ib-mfM,Comparing 2.5mg 5mg 7.5mg Mounjaro. My experience on each dose.  #weightloss #shorts #tirzepatide,['dying'],data_raw/youtube_comments.jsonl,"currently on 7,5mg and dying… the other doses were fine","""mounjaro side effects"" #shorts   comparing 2.5mg 5mg 7.5mg mounjaro. my experience on each dose.  #weightloss #shorts #tirzepatide currently on 7,5mg and dying… the other doses were fine",['dying'],True,True
uRHUfxs0I2s,UgwKDtbdXkgC9Fmm5tZ4AaABAg,I’m not on Ozempic but I am currently in a calorie deficit state and I think I didn’t eat enough yesterday lost 2 lb from the day before and then ate a high fat meal yogurt and cereal with milk too fast and as my first meal the next day… Thank you for the reminder that high fat content meals can make you nauseous. I hate being nauseous!,1,2025-03-02T19:02:47Z,UC8uGDRBtuybUETsqV9N6Yxw,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=uRHUfxs0I2s,My personal tricks to avoiding nausea with glp-1. #weightloss #diabetes #pcosweightloss #glp1,['ate'],data_raw/youtube_comments.jsonl,i’m not on ozempic but i am currently in a calorie deficit state and i think i didn’t eat enough yesterday lost 2 lb from the day before and then ate a high fat meal yogurt and cereal with milk too fast and as my first meal the next day… thank you for the reminder that high fat content meals can make you nauseous. i hate being nauseous!,"""semaglutide nausea"" #shorts   my personal tricks to avoiding nausea with glp-1. #weightloss #diabetes #pcosweightloss #glp1 i’m not on ozempic but i am currently in a calorie deficit state and i think i didn’t eat enough yesterday lost 2 lb from the day before and then ate a high fat meal yogurt and cereal with milk too fast and as my first meal the next day… thank you for the reminder that high fat content meals can make you nauseous. i hate being nauseous!",['ate'],True,True
3R1Fwhf02LE,UgxjqdZBcrsNXStQy4l4AaABAg,"I just started and  it is amazing , so much  more energy , feel amazing , i have Hashinotos and this is the best i have felt in 10 years .Brain fog gone , no nausea, no vomiting.",28,2024-12-10T08:44:20Z,UCPZw3vAqwNvEUNEx2KEKfDQ,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=3R1Fwhf02LE,Ozempic Nausea Getting Worse? Try These 5 Fixes,['brain fog'],data_raw/youtube_comments.jsonl,"i just started and  it is amazing , so much  more energy , feel amazing , i have hashinotos and this is the best i have felt in 10 years .brain fog gone , no nausea, no vomiting.","""semaglutide nausea"" #shorts   ozempic nausea getting worse? try these 5 fixes i just started and  it is amazing , so much  more energy , feel amazing , i have hashinotos and this is the best i have felt in 10 years .brain fog gone , no nausea, no vomiting.",['brain fog'],True,True
3R1Fwhf02LE,UgyMhcA1mV43bNOfzCl4AaABAg,"I took my first Ozempic shot yesterday. I am at the point where I can’t even take any solid food. And believe me, I was eating bland food and a smaller portion. I couldn’t even eat toast. I just ate an apple because I was desperate to have something.I called my doctor today and he never called me back. Which makes me even more upset. Hopefully I hear from him tomorrow. I’m just afraid I’m going to be throwing up every day for the next week until I can stop taking this medication.",10,2024-03-12T09:40:21Z,UCSGF5jmRPucCQvVVvHutHdw,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=3R1Fwhf02LE,Ozempic Nausea Getting Worse? Try These 5 Fixes,['ate'],data_raw/youtube_comments.jsonl,"i took my first ozempic shot yesterday. i am at the point where i can’t even take any solid food. and believe me, i was eating bland food and a smaller portion. i couldn’t even eat toast. i just ate an apple because i was desperate to have something.i called my doctor today and he never called me back. which makes me even more upset. hopefully i hear from him tomorrow. i’m just afraid i’m going to be throwing up every day for the next week until i can stop taking this medication.","""semaglutide nausea"" #shorts   ozempic nausea getting worse? try these 5 fixes i took my first ozempic shot yesterday. i am at the point where i can’t even take any solid food. and believe me, i was eating bland food and a smaller portion. i couldn’t even eat toast. i just ate an apple because i was desperate to have something.i called my doctor today and he never called me back. which makes me even more upset. hopefully i hear from him tomorrow. i’m just afraid i’m going to be throwing up every day for the next week until i can stop taking this medication.",['ate'],True,True
3R1Fwhf02LE,Ugxlv64OsO4--ArPpfV4AaABAg,"Im T2D in obese , I started my journey at 208lbs. Im not 197 at week 4. I took my 5th dose Thursday, that was also my last weight check. I could not tolerate taking Ozempic, Victoza and Trulicity. I am currently taking Mounjaro and feel great! the only side effects i had were headache the first week, sulfur burps that still continue but was not often , like maybe 1 burp every 2 hrs or sometimes 1 an hr. skip some hours and repeat, the more im on it the less they get. I had severe diarreah from the others, but i am constipated with Mounjaro. I am using Miralax. I am so happy i can get full after a very small normal amount of food where i never could feel full before. I think its aomething some diabetics get. And i am not having cravings like i used to for a bunch of junk. I can enjoy a few bites of something delicous and stop eating it! I never could do that before. I am so blessed. I did take Trulicity fighting the nauseau and then eventually got diarreah every 3rd day of my shot after about 6 months i had to stop. That was the longest i was on one but has the sick feeling from day 1. Mounjaro doesn't make me feel sick like the others did. I am hoping the Mounjaro continues to work for me because none of the others took away my cravings or made me feel full so i prob over ate on them.",2,2025-01-13T04:20:49Z,UCv1ZLDGJLoe3iWC5vb5Diiw,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=3R1Fwhf02LE,Ozempic Nausea Getting Worse? Try These 5 Fixes,['ate'],data_raw/youtube_comments.jsonl,"im t2d in obese , i started my journey at 208lbs. im not 197 at week 4. i took my 5th dose thursday, that was also my last weight check. i could not tolerate taking ozempic, victoza and trulicity. i am currently taking mounjaro and feel great! the only side effects i had were headache the first week, sulfur burps that still continue but was not often , like maybe 1 burp every 2 hrs or sometimes 1 an hr. skip some hours and repeat, the more im on it the less they get. i had severe diarreah from the others, but i am constipated with mounjaro. i am using miralax. i am so happy i can get full after a very small normal amount of food where i never could feel full before. i think its aomething some diabetics get. and i am not having cravings like i used to for a bunch of junk. i can enjoy a few bites of something delicous and stop eating it! i never could do that before. i am so blessed. i did take trulicity fighting the nauseau and then eventually got diarreah every 3rd day of my shot after about 6 months i had to stop. that was the longest i was on one but has the sick feeling from day 1. mounjaro doesn't make me feel sick like the others did. i am hoping the mounjaro continues to work for me because none of the others took away my cravings or made me feel full so i prob over ate on them.","""semaglutide nausea"" #shorts   ozempic nausea getting worse? try these 5 fixes im t2d in obese , i started my journey at 208lbs. im not 197 at week 4. i took my 5th dose thursday, that was also my last weight check. i could not tolerate taking ozempic, victoza and trulicity. i am currently taking mounjaro and feel great! the only side effects i had were headache the first week, sulfur burps that still continue but was not often , like maybe 1 burp every 2 hrs or sometimes 1 an hr. skip some hours and repeat, the more im on it the less they get. i had severe diarreah from the others, but i am constipated with mounjaro. i am using miralax. i am so happy i can get full after a very small normal amount of food where i never could feel full before. i think its aomething some diabetics get. and i am not having cravings like i used to for a bunch of junk. i can enjoy a few bites of something delicous and stop eating it! i never could do that before. i am so blessed. i did take trulicity fighting the nauseau and then eventually got diarreah every 3rd day of my shot after about 6 months i had to stop. that was the longest i was on one but has the sick feeling from day 1. mounjaro doesn't make me feel sick like the others did. i am hoping the mounjaro continues to work for me because none of the others took away my cravings or made me feel full so i prob over ate on them.",['ate'],True,True
iaCTRnIkbsg,UgzHXGwpOKM1zruZ7B54AaABAg,"36 hours post initial dose. One of the worst symptoms after vomiting/nausea is HEADACHE from dehydration.  I have been taking tiny sips of peppermint tea and today added a few sips of vegetable broth with salt around 4PM but by midnight, am still burping broth taste! I know this medication slows the gut motility, but why isn't fluid being absorbed in the stomach, especially if I'm dehydrated? I've stuck with warm fluids b/c I know that's supposed to stimulate peristalsis. I've had 36 hours to think about how & why these symptoms are happening and how I could alleviate them. I'm wondering if by not being able to drink as much, if my HA is due in part to caffeine withdrawal. Ordered caffeine gum online to be delivered tomorrow. I'm used to having around 1-3 cups of hot tea per day (35mg caffeine ea.? roughly?) Also, this is a weird one, but is it possible that sugar-craving bacteria or yeast is dying off already and producing a HA b/c of toxins they release when their cells break apart? Maybe extra inflammation body-wide?",0,2025-06-02T05:20:36Z,UC6VVpckDQb3kMBxH6tSUj7g,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=iaCTRnIkbsg,Tips to Help Manage Your #Ozempic Side Effects,['dying'],data_raw/youtube_comments.jsonl,"36 hours post initial dose. one of the worst symptoms after vomiting/nausea is headache from dehydration.  i have been taking tiny sips of peppermint tea and today added a few sips of vegetable broth with salt around 4pm but by midnight, am still burping broth taste! i know this medication slows the gut motility, but why isn't fluid being absorbed in the stomach, especially if i'm dehydrated? i've stuck with warm fluids b/c i know that's supposed to stimulate peristalsis. i've had 36 hours to think about how & why these symptoms are happening and how i could alleviate them. i'm wondering if by not being able to drink as much, if my ha is due in part to caffeine withdrawal. ordered caffeine gum online to be delivered tomorrow. i'm used to having around 1-3 cups of hot tea per day (35mg caffeine ea.? roughly?) also, this is a weird one, but is it possible that sugar-craving bacteria or yeast is dying off already and producing a ha b/c of toxins they release when their cells break apart? maybe extra inflammation body-wide?","""semaglutide nausea"" #shorts   tips to help manage your #ozempic side effects 36 hours post initial dose. one of the worst symptoms after vomiting/nausea is headache from dehydration.  i have been taking tiny sips of peppermint tea and today added a few sips of vegetable broth with salt around 4pm but by midnight, am still burping broth taste! i know this medication slows the gut motility, but why isn't fluid being absorbed in the stomach, especially if i'm dehydrated? i've stuck with warm fluids b/c i know that's supposed to stimulate peristalsis. i've had 36 hours to think about how & why these symptoms are happening and how i could alleviate them. i'm wondering if by not being able to drink as much, if my ha is due in part to caffeine withdrawal. ordered caffeine gum online to be delivered tomorrow. i'm used to having around 1-3 cups of hot tea per day (35mg caffeine ea.? roughly?) also, this is a weird one, but is it possible that sugar-craving bacteria or yeast is dying off already and producing a ha b/c of toxins they release when their cells break apart? maybe extra inflammation body-wide?",['dying'],True,True
fF_3FsGbH6I,Ugzhym5JPQKopbx4j0p4AaABAg,"I had horrible mood effects, depressed, withdrawn, disconnected, brain fog etc..",30,2025-05-24T20:26:13Z,UC-FtoiiBoRTJr3sQzWqBvwQ,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=fF_3FsGbH6I,Ozempic in the ER: Side Effects of GLP-1 Receptor Agonists,['brain fog'],data_raw/youtube_comments.jsonl,"i had horrible mood effects, depressed, withdrawn, disconnected, brain fog etc..","""semaglutide nausea"" #shorts   ozempic in the er: side effects of glp-1 receptor agonists i had horrible mood effects, depressed, withdrawn, disconnected, brain fog etc..",['brain fog'],True,True
fF_3FsGbH6I,UgxnRPqWBKototK-3614AaABAg,"Hi Doctor finally I have somewhat of an explanation as to what happened to me on GLP-1. I was taking it for 2 months and not only was I severely constipated (but didn't know it until my hospitalization) because I was still having bowel movements, but suddenly one day I felt nauseas and sick all night finally started vomiting in the morning the next day but the vomit was all fluids, bile, and eventually coffee grounds. I threw up like 5 times all liquid. Then I suddenly had a feeling of unquenchable thirst and everytime I tried to drink any water I would throw it back up. I also had all night pain and cramping from my waist down through my legs. After the dying of thirst feeling and inability to even sip water I called an ambulance (I live alone). Long story short still thirsty after 5 IVs (Im not diabetic), and also I take Suboxone so they did an abdominal xray right after I pooped in the E/R bathroom and the doctor said I was severely and dangerously impacted even though I pooped. She couldn't believe I had gone BEFORE the xrays. Well I had an anion gap and my blood PH was only 7.1 I had metabolic acidosis, lots of ketones/ketosis, then my blood pressure was really low, and I landed in the ICU. They gave me a nasty magnesium citrate drink and other laxatives and I basically 💩 my brains out multiple times. So my question is did I go into ketosis and metabolic acidosis because I was so constipated? Because I was eating food I wasnt starving myself but once I had the nausea I couldn't eat all day of course. By the time I was vomiting no food was in my stomach but I had eaten the day before so what exactly caused that ketosis and subsequent acidosis?  I cant take GLP-1 because between that and the suboxone the constipation gets so severe. Recently I landed in the hospital vomiting fluids non stop and unable to keep water down yet this time I did not have the ketosis or acidosis only the severe fecal impaction again. And I have no idea I'm impacted until they do an x-ray and tell me. Any feedback would be appreciated.",0,2026-03-23T01:44:23Z,UCtqmsl4h_2PxU4hQgs_J7HQ,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=fF_3FsGbH6I,Ozempic in the ER: Side Effects of GLP-1 Receptor Agonists,['dying'],data_raw/youtube_comments.jsonl,"hi doctor finally i have somewhat of an explanation as to what happened to me on glp-1. i was taking it for 2 months and not only was i severely constipated (but didn't know it until my hospitalization) because i was still having bowel movements, but suddenly one day i felt nauseas and sick all night finally started vomiting in the morning the next day but the vomit was all fluids, bile, and eventually coffee grounds. i threw up like 5 times all liquid. then i suddenly had a feeling of unquenchable thirst and everytime i tried to drink any water i would throw it back up. i also had all night pain and cramping from my waist down through my legs. after the dying of thirst feeling and inability to even sip water i called an ambulance (i live alone). long story short still thirsty after 5 ivs (im not diabetic), and also i take suboxone so they did an abdominal xray right after i pooped in the e/r bathroom and the doctor said i was severely and dangerously impacted even though i pooped. she couldn't believe i had gone before the xrays. well i had an anion gap and my blood ph was only 7.1 i had metabolic acidosis, lots of ketones/ketosis, then my blood pressure was really low, and i landed in the icu. they gave me a nasty magnesium citrate drink and other laxatives and i basically 💩 my brains out multiple times. so my question is did i go into ketosis and metabolic acidosis because i was so constipated? because i was eating food i wasnt starving myself but once i had the nausea i couldn't eat all day of course. by the time i was vomiting no food was in my stomach but i had eaten the day before so what exactly caused that ketosis and subsequent acidosis?  i cant take glp-1 because between that and the suboxone the constipation gets so severe. recently i landed in the hospital vomiting fluids non stop and unable to keep water down yet this time i did not have the ketosis or acidosis only the severe fecal impaction again. and i have no idea i'm impacted until they do an x-ray and tell me. any feedback would be appreciated.","""semaglutide nausea"" #shorts   ozempic in the er: side effects of glp-1 receptor agonists hi doctor finally i have somewhat of an explanation as to what happened to me on glp-1. i was taking it for 2 months and not only was i severely constipated (but didn't know it until my hospitalization) because i was still having bowel movements, but suddenly one day i felt nauseas and sick all night finally started vomiting in the morning the next day but the vomit was all fluids, bile, and eventually coffee grounds. i threw up like 5 times all liquid. then i suddenly had a feeling of unquenchable thirst and everytime i tried to drink any water i would throw it back up. i also had all night pain and cramping from my waist down through my legs. after the dying of thirst feeling and inability to even sip water i called an ambulance (i live alone). long story short still thirsty after 5 ivs (im not diabetic), and also i take suboxone so they did an abdominal xray right after i pooped in the e/r bathroom and the doctor said i was severely and dangerously impacted even though i pooped. she couldn't believe i had gone before the xrays. well i had an anion gap and my blood ph was only 7.1 i had metabolic acidosis, lots of ketones/ketosis, then my blood pressure was really low, and i landed in the icu. they gave me a nasty magnesium citrate drink and other laxatives and i basically 💩 my brains out multiple times. so my question is did i go into ketosis and metabolic acidosis because i was so constipated? because i was eating food i wasnt starving myself but once i had the nausea i couldn't eat all day of course. by the time i was vomiting no food was in my stomach but i had eaten the day before so what exactly caused that ketosis and subsequent acidosis?  i cant take glp-1 because between that and the suboxone the constipation gets so severe. recently i landed in the hospital vomiting fluids non stop and unable to keep water down yet this time i did not have the ketosis or acidosis only the severe fecal impaction again. and i have no idea i'm impacted until they do an x-ray and tell me. any feedback would be appreciated.",['dying'],True,True
lg3Ch0g3eHA,Ugy0z_f15ngVdNAcJX14AaABAg,"Injected lastnight 7.5 mg.. i didnt have issues on the previous doses. Today i had asmall meal , and laiddown in the park, well now 7 hours afterwards food is undigested, and coming up when I belch. Im miserable with a stomach of undigested food  . All i had is a cup of cooked high protein pasta and soya bits.",0,2026-05-26T04:06:32Z,UCt9lRDtpfbn2du4c5dBlLAw,"""semaglutide nausea"" #shorts",https://www.youtube.com/watch?v=lg3Ch0g3eHA,"HOW TO MINIMIZE OZEMPIC (GLP1) SIDE EFFECTS! (Ozempic, Wegovy, Mounjaro, Zepbound etc)",['cooked'],data_raw/youtube_comments.jsonl,"injected lastnight 7.5 mg.. i didnt have issues on the previous doses. today i had asmall meal , and laiddown in the park, well now 7 hours afterwards food is undigested, and coming up when i belch. im miserable with a stomach of undigested food  . all i had is a cup of cooked high protein pasta and soya bits.","""semaglutide nausea"" #shorts   how to minimize ozempic (glp1) side effects! (ozempic, wegovy, mounjaro, zepbound etc) injected lastnight 7.5 mg.. i didnt have issues on the previous doses. today i had asmall meal , and laiddown in the park, well now 7 hours afterwards food is undigested, and coming up when i belch. im miserable with a stomach of undigested food  . all i had is a cup of cooked high protein pasta and soya bits.",['cooked'],True,True
lllEqhWGrM8,UgwzPfWEypn5puNruNx4AaABAg,"yohimbine tolerance is the problem...I am 230 so I would need 20 mg of that thing , I can only tolerate 5 mg . More than that and I feel like dying .",1,2023-11-07T16:12:18Z,UCgEg17OipLsZ0buaCeeN7eQ,"""fat burner review"" #shorts",https://www.youtube.com/watch?v=lllEqhWGrM8,3 Fat Loss Supplements that ACTUALLY Work #shorts,['dying'],data_raw/youtube_comments.jsonl,"yohimbine tolerance is the problem...i am 230 so i would need 20 mg of that thing , i can only tolerate 5 mg . more than that and i feel like dying .","""fat burner review"" #shorts   3 fat loss supplements that actually work #shorts yohimbine tolerance is the problem...i am 230 so i would need 20 mg of that thing , i can only tolerate 5 mg . more than that and i feel like dying .",['dying'],True,True
ZBEOdXKEl-w,UgxIQn5BF9N4XJVok_p4AaABAg,Excise kero fr body v fit honi naal he fresh v feel keruge Bina mehnat sy khuch nahi milta,15,2023-01-12T16:29:28Z,UCuePVEDH_5aoOGbJpcVS03Q,"""fat burner review"" #shorts",https://www.youtube.com/watch?v=ZBEOdXKEl-w,Viral Weight Loss Tape| Flat Tummy in 30 Days #shorts #youtubeshorts,['fr'],data_raw/youtube_comments.jsonl,excise kero fr body v fit honi naal he fresh v feel keruge bina mehnat sy khuch nahi milta,"""fat burner review"" #shorts   viral weight loss tape| flat tummy in 30 days #shorts #youtubeshorts excise kero fr body v fit honi naal he fresh v feel keruge bina mehnat sy khuch nahi milta",['fr'],True,True
